コード,企業名,市場区分,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA
9413,テレビ東京ホールディングス,プライム（内国株式）,2025/03,1558,78,83,60,224.31,5.93,4.08
6407,ＣＫＤ,プライム（内国株式）,2025/03,1556,190,192,135,202.48,9.9,6.41
6136,オーエスジー,プライム（内国株式）,2024/11,1555,189,198,134,148.94,8.07,5.22
3608,ＴＳＩホールディングス,プライム（内国株式）,2024/02,1554,18,38,48,59.96,4.99,3.63
9619,イチネンホールディングス,プライム（内国株式）,2025/03,1549,103,103,67,280.25,10.29,3.24
2121,ＭＩＸＩ,プライム（内国株式）,2025/03,1548,266,265,176,255.42,9.83,7.8
6287,サトー,プライム（内国株式）,2025/03,1548,123,111,72,220.38,9.34,5.12
4041,日本曹達,プライム（内国株式）,2024/03,1544,139,233,166,298.7,8.83,5.72
9887,松屋フーズホールディングス,プライム（内国株式）,2025/03,1542,44,51,22,114.62,4.79,2.1
9882,イエローハット,プライム（内国株式）,2025/03,1541,154,168,113,123.54,9.35,6.07
3546,アレンザホールディングス,プライム（内国株式）,2025/02,1533,35,40,21,69.38,6.82,2.39
4812,電通総研,プライム（内国株式）,2024/12,1526,210,211,151,232.31,16.58,10.26
8179,ロイヤルホールディングス,プライム（内国株式）,2024/12,1522,74,73,59,120.4,11.79,4.64
7679,薬王堂ホールディングス,プライム（内国株式）,2025/02,1520,55,58,43,218.17,11.53,5.35
6013,タクマ,プライム（内国株式）,2025/03,1512,135,141,104,132.23,9.56,5.44
7606,ユナイテッドアローズ,プライム（内国株式）,2025/03,1509,80,85,43,155.12,11.32,6.1
7917,ＺＡＣＲＯＳ,プライム（内国株式）,2025/03,1507,101,104,65,351.21,7.12,4.24
3106,倉敷紡績,プライム（内国株式）,2025/03,1507,103,118,90,516.17,7.52,4.73
8524,北洋銀行,プライム（内国株式）,2025/03,1506,,281,206,53.92,5.42,0.15
7729,東京精密,プライム（内国株式）,2025/03,1505,297,299,256,633.74,14.72,10.77
9716,乃村工藝社,プライム（内国株式）,2025/02,1503,89,91,68,60.6,12.45,6.59
6339,新東工業,プライム（内国株式）,2025/03,1502,30,32,28,52.58,1.98,1.16
8030,中央魚類,スタンダード（内国株式）,2025/03,1499,32,35,29,726.27,9.06,3.88
9729,トーカイ,プライム（内国株式）,2025/03,1495,82,88,47,139.06,5.42,4.15
3087,ドトール・日レスホールディングス,プライム（内国株式）,2025/02,1488,96,96,69,156.95,6.62,5.13
7943,ニチハ,プライム（内国株式）,2025/03,1485,70,73,27,78.47,2.17,1.52
7420,佐鳥電機,プライム（内国株式）,2024/05,1481,48,37,22,148.81,6.45,2.58
4008,住友精化,プライム（内国株式）,2025/03,1476,107,111,60,450.59,6.32,4.21
7458,第一興商,プライム（内国株式）,2024/03,1467,186,196,126,117.01,11.68,5.95
9037,ハマキョウレックス,プライム（内国株式）,2025/03,1467,132,143,89,120.12,9.97,5.6
7163,住信ＳＢＩネット銀行,スタンダード（内国株式）,2025/03,1465,,382,281,186.55,16.55,0.25
4249,森六,プライム（内国株式）,2025/03,1462,41,22,-78,-532.36,,
6412,平和,プライム（内国株式）,2025/03,1459,277,213,131,132.46,5.35,1.24
4028,石原産業,プライム（内国株式）,2025/03,1452,105,114,84,219.96,7.36,3.74
8136,サンリオ,プライム（内国株式）,2025/03,1449,518,535,417,176.61,38.99,20.62
9068,丸全昭和運輸,プライム（内国株式）,2025/03,1446,146,158,98,491.23,7.54,5.1
4044,セントラル硝子,プライム（内国株式）,2025/03,1442,106,122,57,229.11,4.86,2.77
5351,品川リフラクトリーズ,プライム（内国株式）,2025/03,1441,133,137,98,214.47,10.99,5.01
6817,スミダコーポレーション,プライム（内国株式）,2024/12,1440,45,,6,17.93,1.01,0.4
6183,ベルシステム２４ホールディングス,プライム（内国株式）,2025/02,1436,116,,80,108.81,11.41,4.59
1822,大豊建設,スタンダード（内国株式）,2025/03,1434,55,52,37,41.91,5.16,2.46
4694,ビー・エム・エル,プライム（内国株式）,2025/03,1432,94,100,63,160.6,4.84,3.53
6676,ＢＵＦＦＡＬＯ,スタンダード（内国株式）,2025/03,1432,89,90,60,383.95,13.34,7.82
8876,リログループ,プライム（内国株式）,2025/03,1429,304,,433,286.85,63.52,14.29
4471,三洋化成工業,プライム（内国株式）,2025/03,1423,84,97,42,187.75,3.07,2.35
7942,ＪＳＰ,プライム（内国株式）,2025/03,1422,69,73,51,193.3,5.01,3.29
9119,飯野海運,プライム（内国株式）,2025/03,1419,171,174,184,173.6,12.62,5.99
8291,日産東京販売ホールディングス,スタンダード（内国株式）,2025/03,1416,74,74,43,67.06,7.61,4.44
5036,日本ビジネスシステムズ,スタンダード（内国株式）,2024/09,1409,46,46,15,33.21,6.66,2.48
9028,ゼロ,スタンダード（内国株式）,2024/06,1408,62,,42,245.58,11.15,5.87
1870,矢作建設工業,プライム（内国株式）,2025/03,1407,87,86,56,131.15,8.2,3.91
2767,円谷フィールズホールディングス,プライム（内国株式）,2025/03,1406,153,165,112,178.78,21.86,11.28
7226,極東開発工業,プライム（内国株式）,2025/03,1404,67,69,58,151.72,5.01,3.1
9347,日本管財ホールディングス,プライム（内国株式）,2025/03,1399,87,91,58,157.6,8.74,5.78
6089,ウィルグループ,プライム（内国株式）,2025/03,1397,23,,12,50.61,6.64,2.31
8137,サンワテクノス,プライム（内国株式）,2025/03,1396,35,38,24,161.12,4.97,2.62
6332,月島ホールディングス,プライム（内国株式）,2025/03,1392,89,103,67,154.97,7.17,3.47
6960,フクダ電子,スタンダード（内国株式）,2025/03,1390,259,266,186,645.38,10.24,8.41
7972,イトーキ,プライム（内国株式）,2024/12,1385,101,100,72,147.02,14.58,5.96
7906,ヨネックス,スタンダード（内国株式）,2025/03,1383,142,140,106,122.96,15.3,9.67
256A,飛島ホールディングス,プライム（内国株式）,2025/03,1383,64,57,37,194.45,7.39,2.37
5331,ノリタケ,プライム（内国株式）,2025/03,1382,102,140,129,450.25,8.63,6.52
1952,新日本空調,プライム（内国株式）,2025/03,1377,113,120,97,211.6,13.95,8.17
6794,フォスター電機,プライム（内国株式）,2025/03,1376,68,77,39,174.96,6.41,3.65
6197,ソラスト,プライム（内国株式）,2025/03,1374,70,67,40,42.93,17.46,5.65
7520,エコス,プライム（内国株式）,2025/02,1372,60,63,41,368.44,15.38,7.16
3002,グンゼ,プライム（内国株式）,2025/03,1371,79,82,63,189.69,5.27,3.93
4228,積水化成品工業,プライム（内国株式）,2025/03,1371,6,1,-63,-138.26,,
7564,ワークマン,スタンダード（内国株式）,2025/03,1369,244,249,169,206.98,12.48,10.41
8203,ＭｒＭａｘＨＤ,プライム（内国株式）,2025/02,1366,38,38,25,74.44,6.87,2.98
7245,大同メタル工業,プライム（内国株式）,2025/03,1363,71,68,27,57.7,3.74,1.38
7380,十六フィナンシャルグループ,プライム（内国株式）,2025/03,1363,,312,208,577.3,4.97,0.27
9824,泉州電業,プライム（内国株式）,2024/10,1362,103,108,76,432.12,13.73,6.74
4956,コニシ,プライム（内国株式）,2025/03,1359,106,112,81,121.02,9.37,5.91
1887,日本国土開発,プライム（内国株式）,2024/05,1357,-94,-93,-72,-86.22,,
1871,ピーエス・コンストラクション,プライム（内国株式）,2025/03,1356,123,123,82,175.9,14.2,6.28
8381,山陰合同銀行,プライム（内国株式）,2025/03,1353,,267,187,122.89,6.0,0.22
9902,日伝,プライム（内国株式）,2025/03,1348,68,72,49,164.31,5.67,4.03
7686,カクヤスグループ,スタンダード（内国株式）,2025/03,1345,18,18,5,18.76,12.67,1.49
8928,穴吹興産,スタンダード（内国株式）,2024/06,1345,57,72,48,454.06,12.0,3.55
8091,ニチモウ,プライム（内国株式）,2025/03,1339,30,36,27,319.95,8.82,3.21
6744,能美防災,プライム（内国株式）,2025/03,1337,157,162,111,187.85,8.61,6.65
3199,綿半ホールディングス,プライム（内国株式）,2025/03,1336,35,38,21,104.59,8.94,2.61
8366,滋賀銀行,プライム（内国株式）,2025/03,1331,,189,187,399.71,4.21,0.25
9744,メイテックグループホールディングス,プライム（内国株式）,2025/03,1331,188,189,127,165.01,26.12,13.61
3443,川田テクノロジーズ,プライム（内国株式）,2025/03,1329,97,126,111,642.93,12.2,6.71
8111,ゴールドウイン,プライム（内国株式）,2025/03,1323,219,308,244,545.96,22.14,16.2
4095,日本パーカライジング,プライム（内国株式）,2025/03,1323,150,199,131,112.19,6.72,4.91
6615,ユー・エム・シー・エレクトロニクス,プライム（内国株式）,2025/03,1319,21,16,-25,-88.83,,
7860,エイベックス,プライム（内国株式）,2025/03,1317,-18,-17,11,26.1,2.27,1.07
1879,新日本建設,プライム（内国株式）,2025/03,1317,183,184,128,219.12,10.48,7.41
8361,大垣共立銀行,プライム（内国株式）,2025/03,1314,,208,147,353.53,4.62,0.22
4617,中国塗料,プライム（内国株式）,2025/03,1312,154,165,137,276.77,16.43,9.48
6420,ガリレイ,プライム（内国株式）,2025/03,1306,166,172,120,299.79,11.72,8.48
4569,杏林製薬,プライム（内国株式）,2025/03,1301,126,132,91,158.16,6.67,4.69
7955,クリナップ,プライム（内国株式）,2025/03,1300,21,26,17,47.66,3.01,1.9
6810,マクセル,プライム（内国株式）,2025/03,1298,93,98,41,93.12,4.48,2.49
8919,カチタス,プライム（内国株式）,2025/03,1295,142,139,96,122.21,20.89,11.46
8844,コスモスイニシア,スタンダード（内国株式）,2025/03,1295,95,79,53,157.08,10.79,3.01
3176,三洋貿易,プライム（内国株式）,2024/09,1293,71,79,52,180.88,10.91,6.91
8508,Ｊトラスト,スタンダード（内国株式）,2024/12,1282,63,,60,44.63,3.84,0.48
4220,リケンテクノス,プライム（内国株式）,2025/03,1281,105,106,74,137.67,11.36,6.33
6134,ＦＵＪＩ,プライム（内国株式）,2025/03,1274,138,153,109,119.64,4.99,4.46
6814,古野電気,プライム（内国株式）,2025/02,1270,132,142,115,362.62,15.87,9.28
3191,ジョイフル本田,プライム（内国株式）,2024/06,1269,106,116,91,145.91,7.51,5.69
5602,栗本鐵工所,プライム（内国株式）,2025/03,1267,79,85,69,569.43,7.87,4.56
1882,東亜道路工業,プライム（内国株式）,2025/03,1266,50,52,41,89.22,7.45,4.55
3103,ユニチカ,プライム（内国株式）,2025/03,1264,59,47,-243,-421.18,,
6425,ユニバーサルエンターテインメント,スタンダード（内国株式）,2024/12,1263,30,-56,-156,-200.91,,
5707,東邦亜鉛,プライム（内国株式）,2025/03,1263,56,37,-15,-101.19,,
7846,パイロットコーポレーション,プライム（内国株式）,2024/12,1262,178,201,152,388.52,10.86,8.59
9682,ＤＴＳ,プライム（内国株式）,2025/03,1259,145,155,106,253.8,18.32,13.23
1968,太平電業,プライム（内国株式）,2025/03,1257,130,138,98,482.81,8.58,6.29
8081,カナデン,プライム（内国株式）,2025/03,1257,45,47,39,169.3,8.21,4.43
7244,市光工業,プライム（内国株式）,2024/12,1255,49,65,45,46.48,6.38,3.44
5757,ＣＫサンエツ,プライム（内国株式）,2025/03,1251,103,84,52,616.11,9.96,5.99
9310,日本トランスシティ,プライム（内国株式）,2025/03,1248,78,88,60,95.74,6.62,3.65
4116,大日精化工業,プライム（内国株式）,2025/03,1248,70,78,103,599.59,8.04,5.23
8368,百五銀行,プライム（内国株式）,2025/03,1245,,257,180,72.87,4.14,0.24
6323,ローツェ,プライム（内国株式）,2025/02,1244,320,355,236,134.08,20.05,12.59
8052,椿本興業,プライム（内国株式）,2025/03,1243,60,65,47,252.0,10.73,4.66
7990,グローブライド,プライム（内国株式）,2025/03,1240,65,65,48,208.09,7.84,4.2
8860,フジ住宅,プライム（内国株式）,2025/03,1239,79,70,48,131.61,8.71,2.6
9412,スカパーＪＳＡＴホールディングス,プライム（内国株式）,2025/03,1237,275,273,191,67.43,6.79,4.74
2805,ヱスビー食品,スタンダード（内国株式）,2025/03,1235,94,96,76,313.01,9.42,5.52
8006,ユアサ・フナショク,スタンダード（内国株式）,2025/03,1231,27,31,20,464.56,5.27,3.19
6997,日本ケミコン,プライム（内国株式）,2025/03,1227,37,16,0,1.73,0.07,0.02
4350,メディカルシステムネットワーク,スタンダード（内国株式）,2025/03,1224,32,32,13,43.18,7.76,1.79
2874,横浜冷凍,プライム（内国株式）,2024/09,1223,46,48,39,66.78,5.03,1.94
6707,サンケン電気,プライム（内国株式）,2025/03,1216,-38,-143,509,2119.5,34.55,19.66
7780,メニコン,プライム（内国株式）,2025/03,1215,101,96,56,74.02,6.59,3.0
1926,ライト工業,プライム（内国株式）,2025/03,1215,128,132,99,214.3,11.29,8.12
287A,黒田グループ,スタンダード（内国株式）,2025/03,1213,59,,39,92.2,10.19,4.09
4298,プロトコーポレーション,プライム（内国株式）,2025/03,1213,86,88,49,121.9,9.89,7.03
4684,オービック,プライム（内国株式）,2025/03,1212,784,898,646,146.9,14.89,12.91
9908,日本電計,スタンダード（内国株式）,2025/03,1212,47,47,30,260.86,9.96,4.01
9039,サカイ引越センター,プライム（内国株式）,2025/03,1210,129,131,88,215.57,9.14,6.89
1811,錢高組,スタンダード（内国株式）,2025/03,1207,37,51,35,489.26,3.62,1.69
5161,西川ゴム工業,スタンダード（内国株式）,2025/03,1206,73,76,40,102.47,4.5,2.86
7291,日本プラスト,スタンダード（内国株式）,2025/03,1206,28,20,1,2.96,0.16,0.07
4189,ＫＨネオケム,プライム（内国株式）,2024/12,1198,122,121,84,225.79,12.1,6.36
7481,尾家産業,スタンダード（内国株式）,2025/03,1193,36,36,28,339.47,19.43,7.48
6507,シンフォニアテクノロジー,プライム（内国株式）,2025/03,1192,157,159,121,428.86,15.1,8.86
4626,太陽ホールディングス,プライム（内国株式）,2025/03,1190,221,216,108,193.18,10.47,5.61
2700,木徳神糧,スタンダード（内国株式）,2024/12,1190,24,25,17,1060.68,11.49,4.29
8892,日本エスコン,プライム（内国株式）,2024/03,1189,191,166,100,105.43,13.86,2.51
9247,ＴＲＥホールディングス,プライム（内国株式）,2025/03,1187,230,225,123,241.85,16.79,7.58
2689,オルバヘルスケアホールディングス,スタンダード（内国株式）,2024/06,1186,22,22,15,251.68,13.19,3.47
9081,神奈川中央交通,プライム（内国株式）,2025/03,1181,74,77,51,414.22,8.81,3.07
6750,エレコム,プライム（内国株式）,2025/03,1180,135,132,93,119.23,11.27,8.11
3166,ＯＣＨＩホールディングス,スタンダード（内国株式）,2025/03,1171,15,19,10,80.13,4.43,1.48
5449,大阪製鐵,スタンダード（内国株式）,2025/03,1164,53,49,32,82.92,2.07,1.59
6532,ベイカレント,プライム（内国株式）,2025/02,1161,426,,308,202.17,32.58,24.67
9441,ベルパーク,スタンダード（内国株式）,2024/12,1160,43,44,32,165.14,9.3,6.27
8141,新光商事,プライム（内国株式）,2025/03,1160,6,6,5,15.74,0.98,0.63
7504,高速,プライム（内国株式）,2025/03,1159,45,48,35,179.08,8.71,5.66
6727,ワコム,プライム（内国株式）,2025/03,1157,102,104,52,36.97,16.93,7.38
9539,京葉瓦斯,スタンダード（内国株式）,2024/12,1156,13,23,16,50.48,1.7,0.96
5195,バンドー化学,プライム（内国株式）,2025/03,1156,35,,15,35.31,1.82,1.24
3201,日本毛織,プライム（内国株式）,2024/11,1154,116,121,90,130.09,7.3,4.99
6340,澁谷工業,プライム（内国株式）,2024/06,1154,134,136,98,353.53,9.68,6.04
3636,三菱総合研究所,プライム（内国株式）,2024/09,1154,71,81,50,316.42,7.4,4.18
8079,正栄食品工業,プライム（内国株式）,2024/10,1152,48,50,32,188.19,5.96,3.53
8244,近鉄百貨店,スタンダード（内国株式）,2025/02,1151,54,51,35,87.84,9.03,3.05
6768,タムラ製作所,プライム（内国株式）,2025/03,1141,52,51,28,34.02,4.36,2.24
7483,ドウシシャ,プライム（内国株式）,2025/03,1139,90,93,64,185.23,7.32,6.28
2208,ブルボン,スタンダード（内国株式）,2025/03,1135,75,76,56,231.16,9.05,5.81
6754,アンリツ,プライム（内国株式）,2025/03,1130,121,,93,70.42,7.45,5.79
6470,大豊工業,スタンダード（内国株式）,2025/03,1128,6,9,-42,-145.67,,
8085,ナラサキ産業,スタンダード（内国株式）,2025/03,1125,31,31,22,442.96,8.57,3.97
8935,ＦＪネクストホールディングス,プライム（内国株式）,2025/03,1124,95,95,65,198.11,8.89,6.15
9166,ＧＥＮＤＡ,グロース（内国株式）,2025/01,1118,80,73,33,22.66,9.31,2.89
6455,モリタホールディングス,プライム（内国株式）,2025/03,1117,137,137,95,217.45,9.81,6.61
9278,ブックオフグループホールディングス,プライム（内国株式）,2024/05,1117,31,34,17,86.25,8.43,3.13
9991,ジェコス,プライム（内国株式）,2025/03,1116,69,68,45,134.79,6.85,4.24
6349,小森コーポレーション,プライム（内国株式）,2025/03,1110,71,76,72,136.6,6.28,4.19
9936,王将フードサービス,プライム（内国株式）,2025/03,1110,109,113,81,142.86,10.87,8.35
3877,中越パルプ工業,プライム（内国株式）,2025/03,1110,48,51,18,136.64,3.1,1.44
3697,ＳＨＩＦＴ,プライム（内国株式）,2024/08,1106,105,108,51,19.43,15.22,8.17
7970,信越ポリマー,プライム（内国株式）,2025/03,1106,133,132,94,116.98,7.68,6.16
1827,ナカノフドー建設,スタンダード（内国株式）,2025/03,1105,33,37,29,84.5,6.78,3.6
4980,デクセリアルズ,プライム（内国株式）,2025/03,1104,397,,277,162.04,28.92,18.27
5992,中央発條,スタンダード（内国株式）,2025/03,1102,44,51,19,73.52,2.42,1.3
2211,不二家,プライム（内国株式）,2024/12,1100,23,31,17,64.87,2.89,1.85
7292,村上開明堂,スタンダード（内国株式）,2025/03,1092,89,99,59,513.6,6.68,5.14
5122,オカモト,プライム（内国株式）,2025/03,1091,87,98,67,383.3,7.07,4.57
3110,日東紡績,プライム（内国株式）,2025/03,1090,164,176,128,352.59,9.89,5.75
2933,紀文食品,プライム（内国株式）,2025/03,1089,45,42,26,113.36,12.47,3.57
7817,パラマウントベッドホールディングス,プライム（内国株式）,2025/03,1086,130,128,91,159.22,6.62,4.96
9759,ＮＳＤ,プライム（内国株式）,2025/03,1078,168,170,118,153.61,17.5,13.04
7148,ＦＰＧ,プライム（内国株式）,2024/09,1078,286,289,205,240.06,38.45,8.87
7747,朝日インテック,プライム（内国株式）,2024/06,1075,221,220,158,58.2,10.45,8.25
6101,ツガミ,プライム（内国株式）,2025/03,1074,233,,109,231.53,17.33,8.56
3097,物語コーポレーション,プライム（内国株式）,2024/06,1072,82,86,56,158.14,19.38,9.16
6741,日本信号,プライム（内国株式）,2025/03,1069,99,108,85,136.33,8.29,5.11
6617,東光高岳,プライム（内国株式）,2025/03,1066,61,63,38,238.36,6.27,3.36
7744,ノーリツ鋼機,プライム（内国株式）,2024/12,1065,205,,161,451.59,7.25,5.38
7427,エコートレーディング,スタンダード（内国株式）,2025/02,1064,14,14,10,166.38,8.74,2.94
4628,エスケー化研,スタンダード（内国株式）,2025/03,1061,124,149,107,795.55,6.56,5.61
1939,四電工,プライム（内国株式）,2025/03,1059,81,85,52,109.45,7.98,5.19
6844,新電元工業,プライム（内国株式）,2025/03,1058,1,-5,-24,-236.14,,
7971,東リ,スタンダード（内国株式）,2025/03,1057,44,47,35,59.62,7.3,3.73
4534,持田製薬,プライム（内国株式）,2025/03,1052,81,81,57,160.36,4.35,3.55
7958,天馬,プライム（内国株式）,2025/03,1048,22,31,37,182.67,4.39,3.35
8038,東都水産,スタンダード（内国株式）,2024/03,1048,29,36,25,634.03,9.24,6.18
5940,不二サッシ,スタンダード（内国株式）,2025/03,1048,25,27,22,176.36,9.52,2.64
7956,ピジョン,プライム（内国株式）,2024/12,1042,121,133,84,70.0,10.32,7.73
3232,三重交通グループホールディングス,プライム（内国株式）,2025/03,1038,84,85,61,60.48,9.64,3.34
297A,アルピコホールディングス,スタンダード（内国株式）,2025/03,1038,34,31,23,36.35,15.79,3.93
7476,アズワン,プライム（内国株式）,2025/03,1038,116,121,82,114.88,12.36,8.22
7214,ＧＭＢ,スタンダード（内国株式）,2025/03,1037,19,18,6,111.66,2.56,0.67
3765,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,2024/12,1036,175,200,112,182.66,8.77,6.37
3501,ＳＵＭＩＮＯＥ,プライム（内国株式）,2024/05,1035,33,37,9,66.08,2.73,0.95
2220,亀田製菓,プライム（内国株式）,2025/03,1033,55,69,54,256.93,7.17,4.37
8934,サンフロンティア不動産,プライム（内国株式）,2025/03,1032,213,204,142,291.58,13.86,6.49
8367,南都銀行,プライム（内国株式）,2025/03,1031,,197,135,429.0,4.86,0.2
8285,三谷産業,スタンダード（内国株式）,2025/03,1031,21,27,24,39.63,5.15,2.61
8522,名古屋銀行,プライム（内国株式）,2025/03,1028,,209,147,896.7,5.33,0.26
9993,ヤマザワ,スタンダード（内国株式）,2025/02,1026,-8,-4,-26,-242.76,,
3678,メディアドゥ,プライム（内国株式）,2025/02,1019,25,24,14,90.04,7.74,2.56
9332,ＮＩＳＳＯホールディングス,プライム（内国株式）,2025/03,1016,36,36,19,58.9,11.73,6.19
3950,ザ・パック,プライム（内国株式）,2024/12,1015,80,83,63,333.51,8.48,6.11
7247,ミクニ,スタンダード（内国株式）,2025/03,1014,30,28,20,59.26,5.26,1.81
7389,あいちフィナンシャルグループ,プライム（内国株式）,2025/03,1010,,103,91,185.42,2.57,0.13
4410,ハリマ化成グループ,プライム（内国株式）,2025/03,1010,21,13,8,31.46,2.04,0.76
7510,たけびし,プライム（内国株式）,2025/03,1010,34,38,27,166.2,6.51,4.17
6745,ホーチキ,プライム（内国株式）,2025/03,1009,96,97,76,307.84,12.94,8.53
4816,東映アニメーション,スタンダード（内国株式）,2025/03,1008,324,332,236,115.52,15.42,12.37
5288,アジアパイルホールディングス,プライム（内国株式）,2025/03,1008,43,39,23,61.59,5.13,2.41
7739,キヤノン電子,プライム（内国株式）,2024/12,1007,104,99,77,187.19,6.3,5.39
2415,ヒューマンホールディングス,スタンダード（内国株式）,2025/03,1003,34,36,26,251.21,14.41,5.14
3544,サツドラホールディングス,スタンダード（内国株式）,2025/05,1002,17,16,8,55.47,7.83,1.66
7914,共同印刷,プライム（内国株式）,2025/03,1000,23,27,33,114.97,5.26,2.62
4997,日本農薬,プライム（内国株式）,2025/03,1000,86,71,24,30.06,3.05,1.55
7944,ローランド,プライム（内国株式）,2024/12,994,100,84,60,216.49,12.89,7.32
1898,世紀東急工業,プライム（内国株式）,2025/03,994,58,58,39,106.44,9.32,4.71
7538,大水,スタンダード（内国株式）,2025/03,993,7,8,12,87.87,10.38,4.79
1810,松井建設,スタンダード（内国株式）,2025/03,993,34,38,27,94.3,5.39,3.37
3315,日本コークス工業,プライム（内国株式）,2025/03,990,-86,-103,-139,-47.79,,
1847,イチケン,スタンダード（内国株式）,2025/03,990,69,68,47,647.06,13.79,6.95
4097,高圧ガス工業,プライム（内国株式）,2025/03,990,60,66,48,86.68,6.06,3.89
8370,紀陽銀行,プライム（内国株式）,2025/03,987,,233,176,272.51,7.49,0.3
8289,Ｏｌｙｍｐｉｃグループ,スタンダード（内国株式）,2025/02,986,1,-2,-1,-2.92,,
7646,ＰＬＡＮＴ,スタンダード（内国株式）,2024/09,986,21,22,4,49.77,2.54,0.95
8157,都築電気,プライム（内国株式）,2025/03,983,65,66,48,263.29,10.79,5.95
7475,アルビス,プライム（内国株式）,2025/03,982,21,26,16,187.62,5.02,3.07
6516,山洋電気,プライム（内国株式）,2025/03,978,79,,56,472.74,4.97,3.87
9621,建設技術研究所,プライム（内国株式）,2024/12,977,94,95,67,243.1,10.98,7.69
4732,ユー・エス・エス,プライム（内国株式）,2024/03,976,489,497,329,68.28,16.83,12.12
6644,大崎電気工業,プライム（内国株式）,2025/03,971,57,54,35,75.47,6.72,3.49
2117,ウェルネオシュガー,プライム（内国株式）,2025/03,971,80,,56,170.05,7.63,5.04
6879,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,プライム（内国株式）,2025/03,969,25,19,-37,-83.97,,
4046,大阪ソーダ,プライム（内国株式）,2025/03,964,132,142,103,81.54,8.94,6.71
6254,野村マイクロ・サイエンス,プライム（内国株式）,2025/03,964,154,134,102,270.76,27.96,8.73
7102,日本車輌製造,プライム（内国株式）,2025/03,963,69,73,64,444.62,9.92,4.89
8153,モスフードサービス,プライム（内国株式）,2025/03,962,52,56,32,102.1,5.83,3.91
9906,藤井産業,スタンダード（内国株式）,2025/03,961,54,60,41,487.65,10.95,6.18
4526,理研ビタミン,プライム（内国株式）,2025/03,956,87,94,94,310.06,11.86,8.31
6958,日本シイエムケイ,プライム（内国株式）,2025/03,955,38,55,38,53.18,4.79,2.55
6440,ＪＵＫＩ,プライム（内国株式）,2024/12,952,-10,-33,-32,-109.0,,
8600,トモニホールディングス,プライム（内国株式）,2025/03,951,,234,158,82.32,5.64,0.31
3708,特種東海製紙,プライム（内国株式）,2025/03,948,39,62,36,307.51,4.59,2.59
8877,エスリード,プライム（内国株式）,2025/03,948,145,137,93,604.74,12.7,4.11
8007,高島,プライム（内国株式）,2025/03,945,21,20,16,91.37,6.55,2.61
7266,今仙電機製作所,スタンダード（内国株式）,2025/03,943,4,5,21,95.21,3.95,2.66
4521,科研製薬,プライム（内国株式）,2025/03,940,210,213,139,365.42,9.14,7.32
7888,三光合成,プライム（内国株式）,2024/05,938,41,39,26,85.68,8.73,3.49
8061,西華産業,プライム（内国株式）,2025/03,937,65,83,78,649.65,16.6,6.02
7609,ダイトロン,プライム（内国株式）,2024/12,935,62,63,44,394.6,13.29,5.99
8714,池田泉州ホールディングス,プライム（内国株式）,2025/03,931,,195,132,47.28,5.58,0.21
1663,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,2024/12,924,88,98,62,231.37,6.4,5.16
5902,ホッカンホールディングス,プライム（内国株式）,2025/03,924,45,52,33,265.54,5.67,2.47
8125,ワキタ,プライム（内国株式）,2025/02,923,64,65,39,79.25,3.89,2.68
3284,フージャースホールディングス,プライム（内国株式）,2025/03,922,92,86,55,153.64,12.96,3.04
1975,朝日工業社,プライム（内国株式）,2025/03,919,72,76,62,241.93,14.82,7.7
9405,朝日放送グループホールディングス,プライム（内国株式）,2025/03,919,26,25,25,59.94,3.27,1.95
9743,丹青社,プライム（内国株式）,2025/01,919,51,53,39,82.16,11.61,7.15
6454,マックス,プライム（内国株式）,2025/03,918,145,148,112,241.79,10.6,9.01
8185,チヨダ,プライム（内国株式）,2025/02,918,22,26,29,83.08,5.62,3.7
6699,ダイヤモンドエレクトリックホールディングス,プライム（内国株式）,2025/03,917,23,15,4,49.07,3.61,0.52
2915,ケンコーマヨネーズ,プライム（内国株式）,2025/03,917,48,50,35,221.62,8.77,5.47
9535,広島ガス,プライム（内国株式）,2025/03,916,13,19,17,24.61,2.47,1.3
8358,スルガ銀行,プライム（内国株式）,2025/03,911,,262,202,106.85,6.82,0.58
3096,オーシャンシステム,スタンダード（内国株式）,2025/03,911,18,18,10,111.51,9.37,4.36
268A,リガク・ホールディングス,プライム（内国株式）,2024/12,907,184,,136,60.44,16.65,7.67
5192,三ツ星ベルト,プライム（内国株式）,2025/03,905,89,92,91,320.24,9.46,7.07
2669,カネ美食品,スタンダード（内国株式）,2025/02,905,31,31,19,201.32,6.7,5.21
5186,ニッタ,プライム（内国株式）,2025/03,903,52,146,121,436.73,7.91,6.74
8386,百十四銀行,プライム（内国株式）,2025/03,900,,199,137,481.21,4.17,0.24
1982,日比谷総合設備,プライム（内国株式）,2025/03,898,75,81,59,265.01,8.38,5.91
7539,アイナボホールディングス,スタンダード（内国株式）,2024/09,898,22,25,13,54.86,5.1,2.82
5185,フコク,プライム（内国株式）,2025/03,897,47,46,29,181.85,6.77,3.69
7381,北國フィナンシャルホールディングス,プライム（内国株式）,2025/03,896,,123,81,355.03,3.83,0.13
9890,マキヤ,スタンダード（内国株式）,2025/03,894,23,24,15,149.86,7.2,3.76
