コード,企業名,市場区分,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA
3067,東京一番フーズ,スタンダード（内国株式）,2024/09,75,2,2,0,4.38,2.58,0.92
4498,サイバートラスト,グロース（内国株式）,2025/03,74,14,15,10,118.27,14.64,10.01
4012,アクシス,スタンダード（内国株式）,2024/12,74,8,8,6,141.84,16.77,12.52
6335,東京機械製作所,スタンダード（内国株式）,2025/03,74,6,8,3,42.06,4.23,2.38
1788,三東工業社,スタンダード（内国株式）,2024/06,74,2,2,1,214.43,4.17,2.93
8705,日産証券グループ,スタンダード（内国株式）,2025/03,74,7,8,4,6.61,2.93,0.26
6171,土木管理総合試験所,スタンダード（内国株式）,2024/12,73,6,6,4,25.51,7.44,5.16
6047,Ｇｕｎｏｓｙ,プライム（内国株式）,2024/05,73,1,-8,-12,-49.32,,
2436,共同ピーアール,スタンダード（内国株式）,2024/12,73,11,11,5,60.6,15.4,9.06
3967,エルテス,グロース（内国株式）,2025/02,73,1,1,-9,-142.61,,
7265,エイケン工業,スタンダード（内国株式）,2024/10,73,3,3,2,214.17,3.75,2.93
7985,ネポン,スタンダード（内国株式）,2025/03,73,0,1,-3,-292.62,,
3297,東武住販,スタンダード（内国株式）,2024/05,73,3,3,2,78.53,5.08,3.38
2438,アスカネット,グロース（内国株式）,2025/04,73,2,2,-3,-16.3,,
3921,ネオジャパン,プライム（内国株式）,2025/01,73,20,20,14,100.41,22.42,15.3
2789,カルラ,スタンダード（内国株式）,2025/02,73,4,4,4,62.97,18.36,7.23
9478,ＳＥホールディングス・アンド・インキュベーションズ,スタンダード（内国株式）,2025/03,72,8,8,5,30.54,5.87,3.42
6572,オープングループ,プライム（内国株式）,2025/02,72,7,2,4,7.15,3.64,2.18
3541,農業総合研究所,グロース（内国株式）,2024/08,72,1,1,1,4.94,10.53,4.08
5268,旭コンクリート工業,スタンダード（内国株式）,2025/03,72,6,6,4,31.25,3.39,2.58
5903,シンポ,スタンダード（内国株式）,2024/06,72,10,10,7,116.78,9.74,7.97
7997,くろがね工作所,スタンダード（内国株式）,2024/11,72,0,0,2,122.92,4.58,2.6
5199,不二ラテックス,スタンダード（内国株式）,2025/03,72,2,2,3,235.19,7.33,2.7
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,グロース（内国株式）,2025/01,72,0,0,-3,-109.7,,
3267,フィル・カンパニー,スタンダード（内国株式）,2024/11,72,4,4,3,48.77,8.84,3.49
1992,神田通信機,スタンダード（内国株式）,2025/03,72,6,7,4,185.68,7.05,4.54
7361,ヒューマンクリエイションホールディングス,グロース（内国株式）,2024/09,72,6,6,4,123.11,30.3,13.57
7771,日本精密,スタンダード（内国株式）,2025/03,72,3,0,0,-0.91,,
4427,ＥｄｕＬａｂ,グロース（内国株式）,2024/09,71,-3,-5,-13,-124.61,,
4642,オリジナル設計,スタンダード（内国株式）,2024/12,71,8,9,7,110.31,9.21,7.82
2224,コモ,スタンダード（内国株式）,2025/03,71,1,1,0,12.09,2.06,0.89
1383,ベルグアース,スタンダード（内国株式）,2024/10,71,0,0,0,25.0,1.93,0.7
2795,日本プリメックス,スタンダード（内国株式）,2025/03,71,5,6,4,77.53,5.17,3.94
2152,幼児活動研究会,スタンダード（内国株式）,2025/03,71,12,12,9,80.72,8.48,6.46
2404,鉄人化ホールディングス,スタンダード（内国株式）,2024/08,71,1,0,0,0.3,1.9,0.09
6184,鎌倉新書,プライム（内国株式）,2025/01,71,9,9,7,18.55,18.63,12.77
7110,クラシコム,グロース（内国株式）,2024/07,70,11,12,8,106.61,16.62,14.04
6325,タカキタ,スタンダード（内国株式）,2025/03,70,3,4,6,50.25,7.06,5.7
6391,加地テック,スタンダード（内国株式）,2025/03,70,6,8,6,349.37,7.39,5.0
5869,早稲田学習研究会,スタンダード（内国株式）,2025/03,70,15,15,10,102.28,14.8,11.14
3041,ビューティカダンホールディングス,スタンダード（内国株式）,2024/06,70,1,1,0,7.04,5.25,1.05
6343,フリージア・マクロス,スタンダード（内国株式）,2025/03,70,13,20,9,20.15,7.26,2.74
2461,ファンコミュニケーションズ,プライム（内国株式）,2024/12,70,16,17,14,21.43,7.88,6.08
6597,ＨＰＣシステムズ,グロース（内国株式）,2024/06,69,4,4,3,69.66,12.02,6.28
4690,日本パレットプール,スタンダード（内国株式）,2025/03,69,4,5,3,185.25,4.8,3.05
7777,スリー・ディー・マトリックス,グロース（内国株式）,2025/04,69,-12,-25,-25,-25.2,,
3021,パシフィックネット,スタンダード（内国株式）,2024/05,69,7,6,4,82.77,14.11,4.12
3933,チエル,スタンダード（内国株式）,2025/03,69,7,7,4,56.93,13.74,3.99
2449,プラップジャパン,スタンダード（内国株式）,2024/08,69,6,6,2,51.28,4.38,3.23
6026,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,2024/12,69,9,9,7,626.97,54.79,24.18
7114,フーディソン,グロース（内国株式）,2025/03,69,2,2,1,31.44,6.2,4.41
6625,ＪＡＬＣＯホールディングス,スタンダード（内国株式）,2025/03,69,25,6,1,0.61,0.35,0.08
4015,ペイクラウドホールディングス,グロース（内国株式）,2024/08,69,3,3,1,5.37,1.79,0.9
4421,ディ・アイ・システム,スタンダード（内国株式）,2024/09,68,3,3,2,83.15,16.81,8.36
4068,ベイシス,グロース（内国株式）,2024/06,68,1,1,0,9.29,0.88,0.43
5386,鶴弥,スタンダード（内国株式）,2025/03,68,2,5,1,15.96,1.02,0.77
6495,宮入バルブ製作所,スタンダード（内国株式）,2025/03,68,1,1,-1,-1.54,,
7687,ミクリード,グロース（内国株式）,2025/03,68,4,4,3,39.13,18.52,11.1
9685,ＫＹＣＯＭホールディングス,スタンダード（内国株式）,2025/03,68,6,6,5,92.29,10.44,5.89
4450,パワーソリューションズ,グロース（内国株式）,2024/12,67,5,5,3,112.97,10.32,5.73
4169,ＥＮＥＣＨＡＮＧＥ,グロース（内国株式）,2025/03,67,-36,-21,-13,-36.27,,
3917,アイリッジ,グロース（内国株式）,2025/03,67,2,2,0,1.71,0.52,0.22
3979,うるる,グロース（内国株式）,2025/03,67,8,8,5,66.2,15.13,7.34
212A,フィットイージー,スタンダード（内国株式）,2024/10,67,16,16,11,71.24,36.36,18.44
3773,アドバンスト・メディア,グロース（内国株式）,2025/03,67,14,15,14,90.36,11.44,8.82
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,2024/12,67,17,16,16,129.6,46.79,15.16
4076,シイエヌエス,グロース（内国株式）,2024/05,67,6,7,5,158.75,12.56,9.35
5742,エヌアイシ・オートテック,スタンダード（内国株式）,2025/03,66,2,2,2,38.91,6.19,2.88
4120,スガイ化学工業,スタンダード（内国株式）,2025/03,66,5,6,4,277.86,4.87,3.16
7131,のむら産業,スタンダード（内国株式）,2024/10,66,5,5,3,256.54,17.88,8.25
6180,ＧＭＯメディア,グロース（内国株式）,2024/12,66,8,8,6,326.26,20.47,9.74
5031,モイ,グロース（内国株式）,2025/01,66,2,3,0,1.99,1.49,0.67
4176,ココナラ,グロース（内国株式）,2024/08,66,3,2,2,10.21,11.07,2.95
7782,シンシア,スタンダード（内国株式）,2024/12,65,5,5,3,47.25,11.19,5.49
6614,シキノハイテック,スタンダード（内国株式）,2025/03,65,1,1,0,-3.16,,
6334,明治機械,スタンダード（内国株式）,2025/03,65,3,3,1,10.81,3.96,1.76
4175,ｃｏｌｙ,グロース（内国株式）,2025/01,65,-5,-5,-5,-99.22,,
3557,ユナイテッド＆コレクティブ,グロース（内国株式）,2025/02,65,1,1,1,13.98,18.78,1.48
6193,バーチャレクス・ホールディングス,グロース（内国株式）,2025/03,65,3,2,1,39.22,6.43,2.93
4644,イマジニア,スタンダード（内国株式）,2025/03,65,5,9,6,62.62,5.0,4.47
211A,カドス・コーポレーション,スタンダード（内国株式）,2024/07,65,6,6,4,533.72,9.88,4.82
3839,ＯＤＫソリューションズ,スタンダード（内国株式）,2025/03,65,5,6,3,32.26,4.17,2.84
5129,ＦＩＸＥＲ,グロース（内国株式）,2024/08,65,3,3,2,10.56,2.66,2.37
5257,ノバシステム,スタンダード（内国株式）,2024/12,65,5,6,4,281.41,17.67,10.58
4398,ブロードバンドセキュリティ,スタンダード（内国株式）,2024/06,65,7,7,5,103.37,22.05,11.04
6977,日本抵抗器製作所,スタンダード（内国株式）,2024/12,65,-1,-1,-2,-146.63,,
7567,栄電子,スタンダード（内国株式）,2025/03,64,1,1,0,7.29,0.83,0.55
5858,ＳＴＧ,グロース（内国株式）,2025/03,64,5,5,4,190.56,16.06,5.85
245A,ＩＮＧＳ,グロース（内国株式）,2024/08,64,5,4,3,142.95,37.12,8.28
9656,グリーンランドリゾート,スタンダード（内国株式）,2024/12,64,8,8,5,51.68,5.25,2.81
7813,プラッツ,スタンダード（内国株式）,2024/06,64,0,2,1,18.52,2.06,1.05
4885,室町ケミカル,スタンダード（内国株式）,2024/05,64,4,4,3,83.42,14.54,6.53
7807,幸和製作所,スタンダード（内国株式）,2025/02,64,8,8,6,144.89,21.11,12.61
2814,佐藤食品工業,スタンダード（内国株式）,2025/03,64,7,8,6,155.25,3.09,2.82
6578,コレックホールディングス,スタンダード（内国株式）,2025/02,64,2,2,2,24.55,14.6,5.82
3474,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,2024/12,63,0,0,-3,-51.24,,
4395,アクリート,グロース（内国株式）,2024/12,63,3,3,1,12.9,4.15,2.05
6664,オプトエレクトロニクス,スタンダード（内国株式）,2024/11,63,-5,-6,-7,-108.78,,
3937,Ｕｂｉｃｏｍホールディングス,プライム（内国株式）,2025/03,63,13,13,9,71.1,14.84,10.9
6054,リブセンス,スタンダード（内国株式）,2024/12,63,1,3,2,7.18,4.71,3.99
4558,中京医薬品,スタンダード（内国株式）,2025/03,63,1,1,0,4.22,1.78,0.89
9914,植松商会,スタンダード（内国株式）,2025/03,63,0,1,1,38.36,2.79,1.72
4574,大幸薬品,プライム（内国株式）,2024/12,63,6,7,9,17.89,11.28,6.95
5589,オートサーバー,スタンダード（内国株式）,2024/12,63,25,25,16,220.47,13.04,8.61
3192,白鳩,スタンダード（内国株式）,2025/02,63,0,0,1,18.5,5.58,2.07
7083,ＡＨＣグループ,グロース（内国株式）,2024/11,63,1,2,1,47.01,8.16,1.7
9475,昭文社ホールディングス,スタンダード（内国株式）,2025/03,63,2,3,5,29.78,4.16,2.94
4264,セキュア,グロース（内国株式）,2024/12,62,3,3,2,50.53,18.76,6.36
9760,進学会ホールディングス,スタンダード（内国株式）,2025/03,62,-4,-5,-6,-31.78,,
6888,アクモス,スタンダード（内国株式）,2024/06,62,7,7,4,42.92,13.33,8.02
4667,アイサンテクノロジー,スタンダード（内国株式）,2025/03,62,4,4,3,53.07,4.6,3.3
3909,ショーケース,スタンダード（内国株式）,2024/12,62,-2,-2,-7,-104.86,,
5542,新報国マテリアル,スタンダード（内国株式）,2024/12,62,6,7,6,85.69,10.27,7.39
7066,ピアズ,グロース（内国株式）,2024/09,62,5,5,6,61.22,20.38,12.96
6069,トレンダーズ,グロース（内国株式）,2025/03,62,10,10,6,76.19,13.77,7.06
4310,ドリームインキュベータ,プライム（内国株式）,2025/03,62,3,3,2,19.35,1.31,1.07
6416,桂川電機,スタンダード（内国株式）,2025/03,62,-4,-4,-4,-263.71,,
6038,イード,グロース（内国株式）,2024/06,61,5,5,2,33.34,3.88,2.6
4760,アルファ,スタンダード（内国株式）,2024/08,61,1,1,1,165.75,9.63,3.12
7314,小田原機器,スタンダード（内国株式）,2024/12,61,4,4,3,92.81,7.09,2.98
2158,ＦＲＯＮＴＥＯ,グロース（内国株式）,2025/03,61,5,5,6,14.1,18.71,8.58
3031,ラクーンホールディングス,プライム（内国株式）,2025/04,61,13,14,8,39.61,18.94,5.16
9969,ショクブン,スタンダード（内国株式）,2025/03,61,0,0,-1,-4.56,,
260A,オルツ,グロース（内国株式）,2024/12,61,-23,-24,-27,-112.59,,
5621,ヒューマンテクノロジーズ,グロース（内国株式）,2025/03,61,9,9,7,68.28,14.78,11.13
3583,オーベクス,スタンダード（内国株式）,2025/03,60,8,8,6,209.0,8.65,5.89
7343,ブロードマインド,グロース（内国株式）,2025/03,60,5,6,2,41.19,5.84,4.3
280A,ＴＭＨ,グロース（内国株式）,2024/11,60,3,3,3,80.95,34.86,7.14
1844,大盛工業,スタンダード（内国株式）,2024/07,60,6,6,4,22.72,7.48,3.47
332A,ミーク,グロース（内国株式）,2025/03,60,9,9,6,64.73,12.73,9.34
2136,ヒップ,スタンダード（内国株式）,2025/03,60,6,6,4,105.56,10.38,7.0
7792,コラントッテ,グロース（内国株式）,2024/09,59,15,15,10,113.51,24.92,18.86
3953,大村紙業,スタンダード（内国株式）,2025/03,59,3,3,-1,-30.6,,
6327,北川精機,スタンダード（内国株式）,2024/06,59,8,9,6,85.05,13.29,7.51
4382,ＨＥＲＯＺ,スタンダード（内国株式）,2025/04,59,3,2,-2,-11.79,,
3665,エニグモ,プライム（内国株式）,2025/01,59,7,7,4,10.93,3.81,3.0
4616,川上塗料,スタンダード（内国株式）,2024/11,59,1,1,2,171.34,5.3,2.02
6181,タメニー,グロース（内国株式）,2025/03,59,-1,-1,-8,-32.22,,
3902,メディカル・データ・ビジョン,プライム（内国株式）,2024/12,59,0,-5,-8,-20.73,,
7986,日本アイ・エス・ケイ,スタンダード（内国株式）,2024/12,59,5,6,4,270.17,10.12,6.99
6337,テセック,スタンダード（内国株式）,2025/03,59,4,7,4,77.17,3.02,2.76
2193,クックパッド,スタンダード（内国株式）,2024/12,59,7,,13,15.58,9.78,8.87
7939,研創,スタンダード（内国株式）,2025/03,59,3,3,2,46.3,5.36,3.15
7359,東京通信グループ,グロース（内国株式）,2024/12,59,-2,-2,-4,-41.05,,
7833,アイフィスジャパン,スタンダード（内国株式）,2024/12,59,7,7,4,43.8,7.44,6.15
9720,ホテル、ニューグランド,スタンダード（内国株式）,2024/11,59,3,2,3,256.95,8.58,3.58
155A,情報戦略テクノロジー,グロース（内国株式）,2024/12,58,4,4,3,27.73,15.59,9.7
3649,ファインデックス,プライム（内国株式）,2024/12,58,15,15,12,45.3,20.75,17.39
5533,エリッツホールディングス,スタンダード（内国株式）,2024/09,58,10,10,6,189.36,13.52,7.07
7859,アルメディオ,スタンダード（内国株式）,2025/03,58,9,9,5,23.07,5.81,4.92
6035,アイ・アールジャパンホールディングス,プライム（内国株式）,2025/03,58,10,10,7,39.29,12.43,10.12
6307,サンセイ,スタンダード（内国株式）,2025/03,58,5,5,3,44.52,7.4,5.4
7682,浜木綿,スタンダード（内国株式）,2024/07,58,2,2,1,54.08,7.65,2.73
9346,ココルポート,グロース（内国株式）,2024/06,58,7,7,5,145.79,22.37,16.59
1717,明豊ファシリティワークス,スタンダード（内国株式）,2025/03,57,12,12,9,78.11,16.32,11.34
5969,ロブテックス,スタンダード（内国株式）,2025/03,57,2,2,1,41.23,1.59,0.89
6666,リバーエレテック,スタンダード（内国株式）,2025/03,57,-1,-1,-1,-9.66,,
5194,相模ゴム工業,スタンダード（内国株式）,2025/03,57,0,5,4,36.16,3.62,2.11
3266,ファンドクリエーショングループ,スタンダード（内国株式）,2024/11,57,4,3,2,5.31,6.55,3.44
339A,プログレス・テクノロジーズ　グループ,グロース（内国株式）,2025/02,56,9,,6,82.58,15.97,6.61
3600,フジックス,スタンダード（内国株式）,2025/03,56,-2,-1,-1,-78.34,,
7371,Ｚｅｎｋｅｎ,グロース（内国株式）,2024/06,56,3,4,2,20.07,1.99,1.7
4720,城南進学研究社,スタンダード（内国株式）,2025/03,56,-2,-2,-4,-52.39,,
3138,富士山マガジンサービス,グロース（内国株式）,2024/12,56,3,3,2,52.07,7.17,2.91
2311,エプコ,スタンダード（内国株式）,2024/12,56,3,4,3,36.58,7.04,5.62
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,2024/10,56,1,1,0,0.22,1.85,1.26
3011,バナーズ,スタンダード（内国株式）,2025/03,56,3,3,3,16.33,9.48,2.82
4657,環境管理センター,スタンダード（内国株式）,2024/06,56,3,3,2,46.26,9.38,3.9
7372,デコルテ・ホールディングス,グロース（内国株式）,2024/09,56,2,,1,20.79,2.2,0.83
9466,アイドママーケティングコミュニケーション,スタンダード（内国株式）,2025/03,56,4,4,5,36.16,14.34,10.4
5952,アマテイ,スタンダード（内国株式）,2025/03,56,2,2,1,11.98,9.56,2.71
8894,ＲＥＶＯＬＵＴＩＯＮ,スタンダード（内国株式）,2024/10,56,3,3,3,4.29,1.61,0.57
7347,マーキュリアホールディングス,プライム（内国株式）,2024/12,56,10,12,5,26.15,2.89,2.4
3901,マークラインズ,プライム（内国株式）,2024/12,56,22,22,16,119.35,23.85,18.03
6543,日宣,スタンダード（内国株式）,2025/02,55,4,4,2,65.34,7.24,5.09
6346,キクカワエンタープライズ,スタンダード（内国株式）,2025/03,55,10,11,7,613.1,6.05,5.12
3083,スターシーズ,スタンダード（内国株式）,2024/02,55,-1,-2,-3,-115.45,,
9767,日建工学,スタンダード（内国株式）,2025/03,55,3,4,3,155.28,6.16,4.33
4168,ヤプリ,グロース（内国株式）,2024/12,55,6,5,7,57.75,35.49,18.4
6819,伊豆シャボテンリゾート,スタンダード（内国株式）,2025/03,55,12,12,9,49.66,15.79,12.47
2978,ツクルバ,グロース（内国株式）,2024/07,55,2,1,2,19.04,12.99,5.11
9679,ホウライ,スタンダード（内国株式）,2024/09,55,6,7,3,73.55,3.28,1.56
3835,ｅＢＡＳＥ,プライム（内国株式）,2025/03,55,17,18,12,27.65,16.99,15.41
5618,ナイル,グロース（内国株式）,2024/12,55,-7,-7,-7,-82.38,,
6150,タケダ機械,スタンダード（内国株式）,2024/05,55,6,7,4,464.51,8.54,5.4
4679,田谷,スタンダード（内国株式）,2025/03,54,0,0,-1,-12.39,,
3671,ソフトマックス,グロース（内国株式）,2024/12,54,7,7,5,80.04,13.65,6.37
3326,ランシステム,スタンダード（内国株式）,2025/03,54,1,1,0,10.21,19.74,1.14
2493,イーサポートリンク,スタンダード（内国株式）,2024/11,54,2,2,1,30.57,3.83,2.48
4377,ワンキャリア,グロース（内国株式）,2024/12,54,13,13,9,52.12,22.83,16.11
9127,玉井商船,スタンダード（内国株式）,2025/03,54,9,9,21,1085.38,22.62,16.57
2300,きょくとう,スタンダード（内国株式）,2025/02,54,1,2,1,15.78,3.88,1.89
7183,あんしん保証,スタンダード（内国株式）,2025/03,54,1,2,1,5.12,3.77,0.69
7049,識学,グロース（内国株式）,2025/02,54,3,4,4,50.06,17.34,8.71
7320,Ｓｏｌｖｖｙ,グロース（内国株式）,2024/06,54,12,15,10,193.88,32.39,3.96
3970,イノベーション,グロース（内国株式）,2025/03,53,4,3,1,25.17,1.98,0.81
2330,フォーサイド,スタンダード（内国株式）,2024/12,53,1,0,1,1.63,2.58,1.81
7079,ＷＤＢココ,グロース（内国株式）,2025/03,53,13,13,9,379.23,21.23,16.33
7217,テイン,スタンダード（内国株式）,2025/03,53,3,4,2,49.19,3.98,3.07
